0,1,2
ABL1,pp,LCK
ABL1,pp,INSR
ABL1,pp,MAPK8
ABL1,pp,PTK2B
ABL1,pp,ZAP70
ABL1,pp,MAP4K1
AXL,pp,AXL
AXL,pp,PTPN11
AXL,pp,HCK
AXL,pp,INSR
CAMK1D,pp,RPS6KA3
ERBB3,pp,EGFR
ERBB3,pp,ERBB2
ERBB3,pp,ERBB3
ERBB3,pp,PTPN11
ERBB3,pp,FLT1
ERBB3,pp,LTK
ERBB3,pp,ROR1
ERBB3,pp,PDGFRA
ERBB3,pp,PDGFRB
ERBB3,pp,TEK
ERBB3,pp,FYN
ERBB3,pp,LCK
ERBB3,pp,INSR
ERBB3,pp,CSK
DUSP22,pp,MAPK8
DUSP22,pp,MAPK14
DUSP22,pp,MAP2K7
DUSP22,pp,MAP2K4
AKT3,pp,PRKCZ
AKT3,pp,CSNK1D
EPHB6,pp,ERBB2
EPHB6,pp,ERBB3
EPHB6,pp,FLT1
EPHB6,pp,LTK
EPHB6,pp,ROR1
EPHB6,pp,PDGFRA
EPHB6,pp,PDGFRB
EPHB6,pp,TEK
EPHB6,pp,TGFBR2
EPHB6,pp,EPHB1
ROCK2,pp,PPP1R12A
ROCK2,pp,STK16
ROCK2,pp,LIMK1
ROCK2,pp,PPP1R14A
ROCK2,pp,CSNK1E
CLK1,pp,PTPN1
CLK1,pp,CLK1
CLK1,pp,CLK2
CAMKK2,pp,CAMK1
CAMKK2,pp,TAOK3
CAMKK2,pp,CRKRS
CAMKK2,pp,AKT1
CAMKK2,pp,RPS6KA3
CAMKK2,pp,CAMK4
OXSR1,pp,PAK1
OXSR1,pp,OXSR1
OXSR1,pp,TGFBR1
OXSR1,pp,BCR
OXSR1,pp,STK25
OXSR1,pp,MAP4K5
OXSR1,pp,MAP4K1
OXSR1,pp,STK38
OXSR1,pp,ICK
OXSR1,pp,TNIK
OXSR1,pp,DAPK2
OXSR1,pp,MINK1
OXSR1,pp,PINK1
OXSR1,pp,SNF1LK
MARK4,pp,PRKCG
MARK4,pp,PRKCI
MARK4,pp,STK11
PRKAA2,pp,PFKFB2
PRKAA2,pp,STK11
PRKAA2,pp,PRKAA2
PRKAA2,pp,PRKCA
PRKAA2,pp,EEF2K
DUSP6,pp,DUSP7
DUSP6,pp,DUSP9
DUSP6,pp,MAPK8
DUSP6,pp,MAPK9
DUSP6,pp,PPP2R1B
DUSP6,pp,MAPK3
NUDT14,pp,RAF1
NUDT14,pp,ARAF
CAMK2G,pp,MYLK
CAMK2G,pp,EGFR
CAMK2G,pp,CAMK2G
CAMK2G,pp,MAP3K5
CAMK2G,pp,MAPK1
CAMK2G,pp,CDK2
CAMK2G,pp,PRKCA
CAMK2G,pp,PRKACB
CAMK2G,pp,GSK3B
CAMK2G,pp,RPS6KA3
CAMK2G,pp,MAPK13
CAMK2G,pp,PPM1F
CAMK2G,pp,CSNK1G2
CAMK2G,pp,FGFR1
CAMK2G,pp,GRK6
CAMK2G,pp,IGF1R
CAMK2G,pp,LTK
CAMK2G,pp,PDPK1
CAMK2G,pp,PHKG1
CAMK2G,pp,PRKCG
CAMK2G,pp,PKN2
CAMK2G,pp,TNK2
CAMK2G,pp,TSSK2
CAMK2G,pp,PINK1
MARK1,pp,CDK2
MARK1,pp,PRKG1
MARK1,pp,RPS6KA3
MARK1,pp,MAPK9
TESK1,pp,TESK2
TESK1,pp,GSK3B
TESK1,pp,TESK1
BCR,pp,RASA1
BCR,pp,SRC
BCR,pp,JAK2
BCR,pp,FGFR1
BCR,pp,CDK2
BCR,pp,CDC2
BCR,pp,PRKCA
BCR,pp,GSK3B
BCR,pp,EGFR
BCR,pp,INSR
BCR,pp,MAPK14
BCR,pp,KIT
BCR,pp,BTK
BCR,pp,PTK2B
BCR,pp,JAK1
BCR,pp,LYN
BCR,pp,MAPK8
BCR,pp,SYK
BCR,pp,TYK2
BCR,pp,CAMK2B
BCR,pp,CAMK2G
BCR,pp,GRK6
BCR,pp,LTK
BCR,pp,PDPK1
BCR,pp,TRIO
BCR,pp,BCR
CDK3,pp,CDK6
CDK3,pp,CDK4
CDK3,pp,CDK7
CDK3,pp,CDK5
TRIB1,pp,MAP2K4
TRIB1,pp,MAP2K1
TRIB1,pp,MAP2K7
TRIB1,pp,TRIB2
LCK,pp,PTK2
LCK,pp,PRKCQ
LCK,pp,RASA1
LCK,pp,PRKCD
LCK,pp,ITK
LCK,pp,LCK
LCK,pp,PTPN22
LCK,pp,ACP1
LCK,pp,ZAP70
LCK,pp,SRC
LCK,pp,INSR
LCK,pp,MAPK9
LCK,pp,PTEN
LCK,pp,LYN
LCK,pp,MAPK8
LCK,pp,KSR1
LCK,pp,AXL
PTPN7,pp,GSK3B
PTPN7,pp,RPS6KA3
PTPN7,pp,MAPK9
TRIB3,pp,AKT1
TRIB3,pp,PDPK1
TRIB3,pp,AKT2
PRKCH,pp,CDK2
PRKCH,pp,PRKD1
PRKCH,pp,FYN
PRKCH,pp,SRC
PRKCH,pp,PTPN11
PPEF1,pp,PPP6C
PPP1R2,pp,PPP2R1A
PPP1R2,pp,PPP1R3D
PPP1R2,pp,PPP1R3C
RPS6KA5,pp,MAPK11
RPS6KA5,pp,STK11
RPS6KA5,pp,STK17B
RPS6KA5,pp,STK17A
RPS6KA5,pp,TAOK2
RPS6KA5,pp,MAP4K4
RPS6KA5,pp,OXSR1
RPS6KA5,pp,MAP4K5
RPS6KA5,pp,MAP4K1
RPS6KA5,pp,STK38
RPS6KA5,pp,ICK
RPS6KA5,pp,TNIK
RPS6KA5,pp,DAPK2
RPS6KA5,pp,STK39
RPS6KA5,pp,MINK1
RPS6KA5,pp,PINK1
RPS6KA5,pp,WNK1
RPS6KA5,pp,SNF1LK
MAPK10,pp,CDC2
MAPK10,pp,MAPK9
MAPK10,pp,MAP2K1
MAPK10,pp,PTK2
MAPK10,pp,PTPN3
MAPK10,pp,PTPRA
MAPK10,pp,SRC
MAPK10,pp,MKNK1
MAPK10,pp,MAP3K12
MAPK10,pp,TNIK
MAPK10,pp,MINK1
PSTPIP1,pp,TAF1L
PSTPIP1,pp,LCK
PRKG1,pp,NPR1
PRKG1,pp,RAF1
PRKG1,pp,PRKG2
PRKG1,pp,PPP1R12A
CSNK2A2,pp,PTPRC
CSNK2A2,pp,PTEN
CSNK2A2,pp,PTPN1
CSNK2A2,pp,TGFBR1
CSNK2A2,pp,PPP1R8
CSNK2A2,pp,PPP1R2
CSNK2A2,pp,GSK3B
CSNK2A2,pp,CDC7
CSNK2A2,pp,CAMKK2
CSNK2A2,pp,PPP1R1B
CSNK2A2,pp,CTDP1
PTPRC,pp,JAK1
PTPRC,pp,RASA1
PTPRC,pp,INSR
PTPRC,pp,LYN
PTPRC,pp,JAK2
PTPRC,pp,PTPRC
PTPRC,pp,FYN
PTPRC,pp,LCK
PTPRC,pp,PTP4A2
PTPRC,pp,SYK
PTPRC,pp,CSNK1E
PTPRC,pp,PTPRJ
PTPRC,pp,TYK2
ILKAP,pp,ILK
CDC25B,pp,RAF1
CDC25B,pp,CDC2
CDC25B,pp,WEE1
CDC25B,pp,MAPK14
CDC25B,pp,PRKCA
CDC25B,pp,CDC42BPA
CDC25B,pp,GSK3B
PFKFB1,pp,PFKFB1
PFKFB1,pp,PRKACA
PFKFB1,pp,PRKACG
PFKFB1,pp,PRKACB
PFKFB1,pp,PFKFB2
PFKFB1,pp,PRKG1
MAP3K10,pp,MAP3K1
MAP3K10,pp,MAP3K11
MAP3K10,pp,PAK1
MAP3K10,pp,MAPK8
MAP3K10,pp,MAP3K12
MAP3K10,pp,PKN1
MAP3K10,pp,TTN
MAP3K10,pp,TNK1
MAP3K10,pp,CAMKK2
MAP3K10,pp,MAP4K5
MAP3K10,pp,MAP4K1
MAP3K10,pp,DAPK2
MAP3K10,pp,TAOK3
MAP3K10,pp,CRKRS
EIF2AK1,pp,EIF2AK1
PTPRE,pp,MAPK3
PTPRE,pp,SRC
PTPRE,pp,MAPK1
PTPRE,pp,FYN
PTPRE,pp,YES1
PTPRE,pp,ERBB2
PTPRE,pp,EGFR
PTPRE,pp,IGF1R
PTPRE,pp,PTPRE
PTPN2,pp,INSR
PTPN2,pp,PDGFRB
PTPN2,pp,JAK3
PTPN2,pp,SRC
PTPN2,pp,JAK1
PTPN2,pp,EGFR
SRC,pp,INPPL1
SRC,pp,SRC
SRC,pp,FHIT
SRC,pp,BMX
SRC,pp,IKBKB
SRC,pp,PDPK1
SRC,pp,AXL
SRC,pp,KDR
SRC,pp,RAF1
SRC,pp,PTPRA
SRC,pp,RET
SRC,pp,PTK2
SRC,pp,TXK
SRC,pp,CHUK
SRC,pp,RASA1
SRC,pp,PAK2
SRC,pp,PRKCZ
SRC,pp,ERBB2
SRC,pp,EGFR
SRC,pp,IGF1R
SRC,pp,MUSK
SRC,pp,PTP4A2
SRC,pp,PTPN11
SRC,pp,PRKCI
SRC,pp,KIT
SRC,pp,AKT1
SRC,pp,PRKDC
SRC,pp,CDK2
SRC,pp,CDC2
SRC,pp,PRKACB
SRC,pp,CDC42BPA
SRC,pp,GSK3B
SRC,pp,RPS6KA3
SRC,pp,MAPK8
SRC,pp,ARAF
SRC,pp,ABL1
SRC,pp,MERTK
SRC,pp,MET
SRC,pp,PRKD1
SRC,pp,PRKCE
IRAK4,pp,IRAK1
KSR2,pp,MAPK3
KSR2,pp,RAF1
KSR2,pp,MAPK1
KSR2,pp,MAP2K1
BRD4,pp,CDK2
BRD4,pp,MAPK14
PPP2R5C,pp,PRKCD
PPP2R5C,pp,CAMK1
PPP2R5C,pp,CAMK4
PPP2R5C,pp,GSK3A
PPP2R5C,pp,AKT1
LATS1,pp,LIMK1
LATS1,pp,STK4
LATS1,pp,PRKG1
LATS1,pp,RPS6KA3
LATS1,pp,LATS1
PRPF4B,pp,PRKDC
PRPF4B,pp,ATM
PRPF4B,pp,CSNK1E
PRPF4B,pp,CDK2
PRPF4B,pp,CDC2
PRPF4B,pp,PRKCA
PRPF4B,pp,PRKACB
PRPF4B,pp,GSK3B
PRPF4B,pp,RPS6KA3
PRPF4B,pp,MAPK14
MAPK12,pp,DUSP1
MAPK12,pp,EEF2K
MAPK12,pp,MAPK12
MAPK12,pp,CDK2
BRAF,pp,BRAF
BRAF,pp,MAPK1
BRAF,pp,MAP2K1
BRAF,pp,MAP4K1
BRAF,pp,PRKCB1
BRAF,pp,PRKG1
BRAF,pp,RPS6KA3
INPPL1,pp,MET
INPPL1,pp,EGFR
INPPL1,pp,OCRL
INPPL1,pp,LCK
INPPL1,pp,ABL1
ILK,pp,ACP6
ILK,pp,PPP1R12A
ILK,pp,AKT1
ILK,pp,PDK1
ILK,pp,GSK3A
ILK,pp,PPP1R14A
ILK,pp,PRKCA
ILK,pp,PPP1R14B
ILK,pp,PTK2
ILK,pp,SYK
BCKDK,pp,PRKACB
PAK1,pp,CSNK2A1
PAK1,pp,BMX
PAK1,pp,LIMK1
PAK1,pp,CDC2L2
PAK1,pp,TGFBR1
PAK1,pp,RAF1
PAK1,pp,CSNK2A2
PAK1,pp,PAK1
PAK1,pp,ERBB2
PAK1,pp,ABL1
PAK1,pp,MAP3K1
PAK1,pp,PAK2
PAK1,pp,PRKCD
PAK1,pp,CDK2
PAK1,pp,CDC2
PAK1,pp,GSK3B
PAK1,pp,MAPK14
PAK1,pp,BRAF
PAK1,pp,MAP4K4
PAK1,pp,MAPK8
PAK1,pp,MAPK9
PAK1,pp,MAPK10
PAK1,pp,MAP2K4
PAK1,pp,MAP3K12
PAK1,pp,DUSP10
PAK1,pp,TNIK
PAK1,pp,MINK1
PAK1,pp,MAP2K1
PAK1,pp,TGFBR2
PAK1,pp,MYLK
BMPR1A,pp,BMPR1A
BMPR1A,pp,MAP3K7
BMPR1A,pp,BMPR2
CSNK1G2,pp,CSNK1G1
CSNK1G2,pp,CSNK1G3
CSNK1G2,pp,CSNK2A1
CSNK1G2,pp,CSNK2A2
CSNK1G2,pp,GRK6
CSNK1G2,pp,GSK3B
CSNK1G2,pp,PDPK1
CSNK1G2,pp,PKN2
CSNK1G2,pp,TNK2
ROCK1,pp,LIMK2
ROCK1,pp,PPP1R12A
ROCK1,pp,CDC25A
ROCK1,pp,ROCK1
ROCK1,pp,PTEN
ROCK1,pp,TAOK2
ROCK1,pp,TNK2
ROCK1,pp,LIMK1
EEF2K,pp,AKT1
EEF2K,pp,PRKCB1
EEF2K,pp,RPS6KA3
EEF2K,pp,RPS6KB2
CSK,pp,LYN
CSK,pp,CSK
CSK,pp,HCK
CSK,pp,YES1
CSK,pp,MAPK15
CSK,pp,SRC
CSK,pp,MATK
CSK,pp,LCK
CSK,pp,FGR
CSK,pp,PTPRC
CSK,pp,SYK
CSK,pp,AKT3
CSK,pp,FYN
MAPK9,pp,ACP5
MAPK9,pp,PRKCA
MAPK9,pp,CDC25C
MAPK9,pp,MAPK13
MAPK9,pp,MAP3K12
MAPK9,pp,MAPKAPK3
MAPK9,pp,RPS6KA5
MAPK9,pp,TAOK2
MAPK9,pp,MAP4K5
MAPK9,pp,MAP4K1
MAPK9,pp,DUSP10
MAPK9,pp,TNIK
MAPK9,pp,STK39
MAPK9,pp,MINK1
MAPK9,pp,PINK1
MAPK9,pp,EEF2K
BLK,pp,BCR
BLK,pp,HCK
BLK,pp,BTK
BLK,pp,FYN
BLK,pp,MAPK11
BLK,pp,MAPK13
BLK,pp,RPS6KA2
BLK,pp,SRPK1
BLK,pp,SRPK2
BLK,pp,STK4
BLK,pp,TEC
BLK,pp,ZAP70
BLK,pp,MAP3K12
BLK,pp,MKNK1
BLK,pp,RPS6KA4
BLK,pp,RPS6KA5
BLK,pp,STK17B
BLK,pp,STK17A
BLK,pp,MAP4K4
BLK,pp,OXSR1
BLK,pp,MAP4K5
BLK,pp,MAP4K1
BLK,pp,STK38
BLK,pp,ICK
BLK,pp,TNIK
BLK,pp,DAPK2
BLK,pp,MINK1
BLK,pp,PINK1
BLK,pp,WNK1
BLK,pp,SNF1LK
RPS6KA4,pp,MAPK1
RPS6KA4,pp,RPS6KA4
RPS6KA4,pp,CSNK1A1
RPS6KA4,pp,CDK2
RPS6KA4,pp,CDC2
RPS6KA4,pp,GSK3B
RPS6KA4,pp,RPS6KA5
RPS6KA4,pp,STK17B
RPS6KA4,pp,STK17A
RPS6KA4,pp,MAP4K4
RPS6KA4,pp,OXSR1
RPS6KA4,pp,MAP4K5
RPS6KA4,pp,MAP4K1
RPS6KA4,pp,STK38
RPS6KA4,pp,ICK
RPS6KA4,pp,TNIK
RPS6KA4,pp,DAPK2
RPS6KA4,pp,MINK1
RPS6KA4,pp,PINK1
RPS6KA4,pp,WNK1
RPS6KA4,pp,SNF1LK
RPS6KA4,pp,MAPK3
PFTK1,pp,TGFBR1
MAP2K5,pp,PRKCZ
MAP2K5,pp,PRKCI
MAP2K5,pp,MAP3K3
MAP2K5,pp,MAP3K2
MAP2K5,pp,MAPK12
MAP2K5,pp,PRKCB1
CDK4,pp,LYN
CDK4,pp,PPP1CA
CDK4,pp,TGFBR1
CDK4,pp,CDK7
CDK4,pp,EGFR
CDK4,pp,CDK5
CDK4,pp,CDK6
CDK4,pp,PTEN
CDK4,pp,CDKL2
CDK4,pp,MAPK14
CDK4,pp,CDK8
CDK4,pp,CDKN3
CDK4,pp,PLK1
CDK4,pp,SRPK1
CDK4,pp,NEK4
CDK4,pp,AURKA
CDK4,pp,TTK
CDK4,pp,VRK1
CDK4,pp,AURKB
CDK4,pp,MELK
CDK4,pp,PLK4
CDK4,pp,CIT
CDK4,pp,CDK4
TGFBR2,pp,TGFBR1
TGFBR2,pp,TGFBR2
TGFBR2,pp,TSSK1B
TGFBR2,pp,CSNK1D
TGFBR2,pp,SNRK
PRKDC,pp,ABL1
PRKDC,pp,PRKCD
PRKDC,pp,CHUK
PRKDC,pp,CSNK1D
PRKDC,pp,PRKCB1
PRKDC,pp,LYN
PRKDC,pp,PRKDC
ROS1,pp,INSR
MYLK,pp,PRKCA
MYLK,pp,SRC
MYLK,pp,PRKACB
MYLK,pp,RPS6KA3
MYLK,pp,PDGFRA
MYLK,pp,PDGFRB
IKBKE,pp,PAK1
IKBKE,pp,ROCK2
IKBKE,pp,IKBKE
IKBKE,pp,ACP1
IKBKE,pp,NUDT5
IKBKE,pp,PPP4C
IKBKE,pp,SLK
IKBKE,pp,TRIM28
IKBKE,pp,PPP2R1A
IKBKE,pp,STK16
IKBKE,pp,RIPK5
IKBKE,pp,PPP2CB
IKBKE,pp,SET
PPP2R5B,pp,PPP2CA
MAPK6,pp,PRKCB1
MAPK6,pp,MAPK6
PLK3,pp,CHEK2
PLK3,pp,MAP2K1
PLK3,pp,CDC25C
PLK3,pp,MAPK1
PLK3,pp,PDPK1
NEK6,pp,RPS6KB1
NEK6,pp,TGFBR1
NEK6,pp,WEE1
NEK6,pp,CSNK1A1
NEK6,pp,NEK7
NEK6,pp,CDK7
MARK3,pp,CDC25C
MARK3,pp,PRKCQ
MARK3,pp,RAF1
ALPL,pp,MAP3K14
PTEN,pp,MAST2
PTEN,pp,PTK2
PTEN,pp,ATM
PTEN,pp,GSK3B
PTEN,pp,AURKA
PTEN,pp,TAOK2
PTEN,pp,STK11
PRKACA,pp,PPP1CC
PRKACA,pp,SRC
PRKACA,pp,EGFR
PRKACA,pp,STK11
PRKACA,pp,BRAF
PRKACA,pp,CSK
PRKACA,pp,AURKA
PRKACA,pp,PRKACG
PRKACA,pp,PPP1R9B
PRKACA,pp,PTPRR
PRKACA,pp,PPP1R8
PRKACA,pp,PCTK1
PRKACA,pp,RAF1
PRKACA,pp,MAP3K3
PRKACA,pp,PTPN7
PRKACA,pp,PFKFB2
PRKACA,pp,EEF2K
PRKACA,pp,PRKACB
PRKACA,pp,GSK3A
PRKACA,pp,PPP1CB
PRKACA,pp,GSK3B
PRKACA,pp,ADRBK1
PRKACA,pp,PTPN12
PRKACA,pp,LCK
PRKACA,pp,CAMKK2
PRKACA,pp,STK24
PRKACA,pp,PPP1R1A
PRKACA,pp,PTPN5
PRKACA,pp,NPR1
PRKACA,pp,PRKX
PRKACA,pp,PRKACA
PRKACA,pp,PPP1R1B
PRKACA,pp,PPP1CA
MAP3K2,pp,MAP2K4
MAP3K2,pp,MAP3K5
MAP3K2,pp,PKN2
MAP3K2,pp,MAP2K7
MAP3K2,pp,MAPK8
MAP3K2,pp,MAPK1
PRKACB,pp,PPP1CC
PRKACB,pp,PRKACG
PRKACB,pp,PRKACB
PRKACB,pp,PPP1CB
PRKACB,pp,PPP1CA
PRKACB,pp,PRKX
CSF1R,pp,RASA1
CSF1R,pp,FYN
CSF1R,pp,INPP5D
CSF1R,pp,INPPL1
CSF1R,pp,PDGFRB
CSF1R,pp,KDR
CSF1R,pp,KIT
CSF1R,pp,FLT3
CSF1R,pp,PDGFRA
CSF1R,pp,FLT4
CSF1R,pp,IGF1R
CSF1R,pp,INSR
CSF1R,pp,CSF1R
DYRK1A,pp,FGFR3
DYRK1A,pp,INSR
PRKCG,pp,GSK3A
PRKCG,pp,ADRBK1
PRKCG,pp,AKT3
PRKCG,pp,ROCK2
VRK1,pp,VRK2
VRK1,pp,PRKCB1
VRK1,pp,CDC7
VRK1,pp,AURKB
VRK1,pp,MELK
VRK1,pp,PLK4
VRK1,pp,CIT
PPP2R2A,pp,PPP2CA
PPP2R2A,pp,PPP2R1B
PPP2R2A,pp,TGFBR1
PPP2R2A,pp,SNF1LK2
PPP2R2A,pp,RAF1
PTPN1,pp,INSR
PTPN1,pp,SRC
PTPN1,pp,MAPK1
PTPN1,pp,BCR
PTPN1,pp,PDGFRB
PTPN1,pp,LTK
PTPN1,pp,JAK2
PTPN1,pp,PSTPIP1
PTPN1,pp,WEE1
PTPN1,pp,PTPN6
PTPN1,pp,PTP4A2
PTPN1,pp,PRKCA
PTPN1,pp,MAPK14
PTPN1,pp,IGF1R
ICK,pp,TNIK
ICK,pp,DAPK2
ICK,pp,MINK1
ICK,pp,PINK1
ICK,pp,WNK1
ICK,pp,SNF1LK
PRKG2,pp,MYLK
CDC25C,pp,WEE1
CDC25C,pp,LCK
CDC25C,pp,CDC25C
CDC25C,pp,CDC2
CDC25C,pp,ERBB2
CDC25C,pp,PPP2R4
CDC25C,pp,MAPK1
CDC25C,pp,CDK2
CDC25C,pp,AURKA
CDC25C,pp,CDC7
CDC25C,pp,CDC2L5
CDC25C,pp,AURKB
CDC25C,pp,CIT
CDC25C,pp,CDKN3
STK17B,pp,STK17B
STK17B,pp,STK17A
STK17B,pp,MAP4K4
STK17B,pp,OXSR1
STK17B,pp,MAP4K5
STK17B,pp,MAP4K1
STK17B,pp,STK38
STK17B,pp,ICK
STK17B,pp,TNIK
STK17B,pp,DAPK2
STK17B,pp,MINK1
STK17B,pp,PINK1
STK17B,pp,WNK1
STK17B,pp,SNF1LK
STK3,pp,STK3
PSPH,pp,PSPH
CSNK1D,pp,CDK5
CSNK1D,pp,CSNK1G2
CSNK1D,pp,CSNK2A1
CSNK1D,pp,CSNK2A2
CSNK1D,pp,GSK3B
CSNK1D,pp,PIK3R4
TLK2,pp,TLK2
TLK2,pp,CDK2
TLK2,pp,GSK3B
TLK2,pp,MAPK8
TLK2,pp,CHEK2
CASK,pp,CASK
MAP3K11,pp,MAP3K11
MAP3K11,pp,CDK2
MAP3K11,pp,GSK3B
MAP3K11,pp,RPS6KA3
MAP3K11,pp,MAPK8
MAP3K11,pp,MAP2K4
MAP3K11,pp,PKN1
MAP3K11,pp,TTN
MAP3K11,pp,TNK1
MAP3K11,pp,CAMKK2
MAP3K11,pp,MAP4K5
MAP3K11,pp,TAOK3
MAP3K11,pp,CRKRS
PFKFB2,pp,PFKFB2
PFKFB2,pp,PRKCB1
PFKFB2,pp,RPS6KA3
ACVR1B,pp,ACVR1B
ACVR1B,pp,ACVR2A
ACVR1B,pp,ADRBK1
ACVR1B,pp,CAMK2B
ACVR1B,pp,CAMK2G
ACVR1B,pp,FGFR1
ACVR1B,pp,GRK6
ACVR1B,pp,IRAK1
ACVR1B,pp,LTK
ACVR1B,pp,PDPK1
ACVR1B,pp,TGFBR2
GSK3A,pp,GSK3B
GSK3A,pp,RPS6KA3
GSK3A,pp,TNK2
LIMK1,pp,SSH3
LIMK1,pp,LIMK1
LIMK1,pp,PRKCB1
LIMK1,pp,TESK1
LIMK1,pp,BMPR2
TRIO,pp,PTPRF
TRIO,pp,CSNK2A2
MST1R,pp,SRC
MST1R,pp,YES1
MST1R,pp,MST1R
MST1R,pp,FYN
MST1R,pp,IGF1R
PRKD1,pp,MAPK9
PRKD1,pp,PRKCE
PRKD1,pp,PPP1R14A
PRKD1,pp,PRKD1
PRKD1,pp,BTK
PRKD1,pp,MAPK8
PPP1CA,pp,EIF2AK2
PPP1CA,pp,PPP2CA
PPP1CA,pp,AURKA
PPP1CA,pp,PRKCD
PPP1CA,pp,PPP1R11
PPP1CA,pp,PPP1CA
PPP1CA,pp,PPP1R1A
PPP1CA,pp,PPP1R3D
PPP1CA,pp,PPP2R1A
PPP1CA,pp,PPP1CC
PPP1CA,pp,GSK3B
PPP1CA,pp,PPP1R2
PPP1CA,pp,PHACTR3
WEE1,pp,CSNK2A1
WEE1,pp,CDC2
WEE1,pp,WEE1
WEE1,pp,CDK2
WEE1,pp,PKMYT1
WEE1,pp,MAPK14
WEE1,pp,CHEK2
WEE1,pp,CDC7
WEE1,pp,CIT
DYRK3,pp,DYRK2
MAPK13,pp,MAPKAPK3
MAPK13,pp,EEF2K
MAPK13,pp,MAP3K4
MAPK13,pp,MAPK12
MAPK13,pp,RPS6KA2
MAPK13,pp,SRPK1
MAPK13,pp,SRPK2
MAPK13,pp,STK4
MAPK13,pp,TEC
MAPK13,pp,ZAP70
MAPK13,pp,MAP3K12
MAPK13,pp,MKNK1
MAPK13,pp,RPS6KA4
MAPK13,pp,RPS6KA5
MAPK13,pp,STK17B
MAPK13,pp,STK17A
MAPK13,pp,TAOK2
MAPK13,pp,MAP4K4
MAPK13,pp,OXSR1
MAPK13,pp,MAP4K5
MAPK13,pp,MAP4K1
MAPK13,pp,STK38
MAPK13,pp,ICK
MAPK13,pp,TNIK
MAPK13,pp,DAPK2
MAPK13,pp,STK39
MAPK13,pp,MINK1
MAPK13,pp,PINK1
MAPK13,pp,WNK1
MAPK13,pp,SNF1LK
AMHR2,pp,TGFBR1
CAMK1,pp,CAMK1
PPP3CA,pp,PPP3CA
PPP3CA,pp,RPS6KA3
STK35,pp,STK35
STK35,pp,TGFBR1
DMPK,pp,RAF1
DMPK,pp,PPP1R12A
DMPK,pp,PPP1R12B
DMPK,pp,TTN
DMPK,pp,CDC42BPA
DMPK,pp,TNK2
PPFIA2,pp,PTPRF
PPFIA2,pp,PPFIBP1
PPFIA2,pp,PTPRS
PPFIA2,pp,PTPRD
PPFIA2,pp,PPFIA2
RNGTT,pp,CDK7
RNGTT,pp,RNGTT
TBK1,pp,TBK1
TBK1,pp,CSNK2A2
TBK1,pp,PPP6C
FLT3,pp,PDGFRA
FLT3,pp,FLT4
FLT3,pp,LCK
FLT3,pp,KIT
FLT3,pp,FLT3
PASK,pp,PASK
PASK,pp,PRKCA
PASK,pp,STK16
PPP2R1A,pp,PPP2R5A
PPP2R1A,pp,PPP5C
PPP2R1A,pp,PPP2R3B
PPP2R1A,pp,PPP2R3A
PPP2R1A,pp,PPP2CA
PPP2R1A,pp,PPP2R2D
PPP2R1A,pp,PPP2R2A
PPP2R1A,pp,PPP2R2B
PPP2R1A,pp,PPP2R2C
PPP2R1A,pp,PTPRA
RPS6KA3,pp,MAPK1
RPS6KA3,pp,PKMYT1
RPS6KA3,pp,STK11
RPS6KA3,pp,CSNK1E
RPS6KA3,pp,CDC2
RPS6KA3,pp,GSK3B
RPS6KA3,pp,RPS6KA1
RPS6KA3,pp,MAPK8
PKMYT1,pp,CDC25B
PKMYT1,pp,CDK2
PKMYT1,pp,CDC25A
PKMYT1,pp,AURKB
PKMYT1,pp,CIT
PKMYT1,pp,CDC2
PKMYT1,pp,CDC25C
SET,pp,CDK5
SET,pp,SET
SET,pp,ANP32A
PAK3,pp,MAP3K1
PAK3,pp,RAF1
STK39,pp,MAPK14
STK39,pp,MINK1
STK39,pp,PINK1
STK39,pp,WNK4
STK39,pp,AATK
MAP2K6,pp,MAPK12
MAP2K6,pp,MAPK13
MAP2K6,pp,MAPK14
MAP2K6,pp,MAP2K4
MAP2K6,pp,PAK6
MAP2K6,pp,MAP3K5
MAP2K6,pp,MAP2K6
FYN,pp,PTPRZ1
FYN,pp,TXK
FYN,pp,CDK5
FYN,pp,ACP1
FYN,pp,PTPRF
FYN,pp,FYN
FYN,pp,CDC2
FYN,pp,PTP4A3
FYN,pp,MAPK11
FYN,pp,MAPK13
FYN,pp,RPS6KA2
FYN,pp,SRPK1
FYN,pp,SRPK2
FYN,pp,STK4
FYN,pp,TEC
FYN,pp,MAP3K12
FYN,pp,MKNK1
FYN,pp,RPS6KA4
FYN,pp,RPS6KA5
FYN,pp,STK17B
FYN,pp,STK17A
FYN,pp,MAP4K4
FYN,pp,OXSR1
FYN,pp,MAP4K5
FYN,pp,MAP4K1
FYN,pp,STK38
FYN,pp,ICK
FYN,pp,TNIK
FYN,pp,DAPK2
FYN,pp,MINK1
FYN,pp,PINK1
FYN,pp,WNK1
FYN,pp,SNF1LK
FYN,pp,RASA1
FYN,pp,SRC
FYN,pp,BCR
FYN,pp,LCK
FYN,pp,KIT
FYN,pp,LYN
FYN,pp,INSR
FYN,pp,PRKCA
PPP2R5E,pp,PPP2CA
CSNK1G1,pp,SCYL1
FGFR1,pp,TENC1
FGFR1,pp,RPS6KA1
FGFR1,pp,FGFR1
FGFR1,pp,RASA1
FGFR1,pp,MAP3K14
FGFR1,pp,FRAP1
FGFR1,pp,GRK6
