0,1,2
FGFR1,pp,GSK3A
FGFR1,pp,LTK
FGFR1,pp,MAP3K5
FGFR1,pp,PDPK1
FGFR1,pp,MAPKAPK2
FGFR1,pp,CAMKK2
FGFR1,pp,TAOK3
FGFR1,pp,FGFR4
FGFR1,pp,FGFR3
FGFR1,pp,SRC
FGFR1,pp,IGF1R
FGFR1,pp,INSR
FGFR1,pp,RPS6KA3
TSSK1B,pp,CHEK2
AURKC,pp,ROCK2
AURKC,pp,PRKACB
AURKC,pp,PRKG1
MAPKAPK3,pp,EEF2K
MAPKAPK3,pp,MAPKAPK5
MAPKAPK3,pp,RPS6KA5
MAPKAPK3,pp,TAOK2
MAPKAPK3,pp,MAP4K4
MAPKAPK3,pp,MAP4K5
MAPKAPK3,pp,MAP4K1
MAPKAPK3,pp,TNIK
MAPKAPK3,pp,STK39
MAPKAPK3,pp,MINK1
MAPKAPK3,pp,PINK1
MAPKAPK3,pp,MAPK11
MAPKAPK3,pp,MAPK14
STK38L,pp,STK38L
STK38L,pp,STK24
MKNK1,pp,MKNK1
MKNK1,pp,MAPK14
MKNK1,pp,RPS6KA4
MKNK1,pp,RPS6KA5
MKNK1,pp,STK17B
MKNK1,pp,STK17A
MKNK1,pp,MAP4K4
MKNK1,pp,OXSR1
MKNK1,pp,MAP4K5
MKNK1,pp,MAP4K1
MKNK1,pp,STK38
MKNK1,pp,ICK
MKNK1,pp,TNIK
MKNK1,pp,DAPK2
MKNK1,pp,MINK1
MKNK1,pp,PINK1
MKNK1,pp,WNK1
MKNK1,pp,SNF1LK
MKNK1,pp,PRKCA
MKNK1,pp,PRKACB
MKNK1,pp,MAPK1
ACVR2A,pp,ACVRL1
ACVR2A,pp,ACVR2A
PPP1R14B,pp,PRKCB1
MAP3K9,pp,MAP3K9
MAP3K9,pp,MAP3K11
MAP3K9,pp,MAP3K10
MAP3K9,pp,PKN1
MAP3K9,pp,TTN
MAP3K9,pp,MAP3K12
MAP3K9,pp,TNK1
MAP3K9,pp,CAMKK2
MAP3K9,pp,MAP4K5
MAP3K9,pp,MAP4K1
MAP3K9,pp,TAOK3
MAP3K9,pp,CRKRS
PPM1B,pp,CDK6
PPM1B,pp,IKBKB
PPM1B,pp,CDK2
PPM1B,pp,MAP3K7
PPM1B,pp,MAPK8
PPM1B,pp,MAP2K6
PPM1B,pp,MAP2K4
JAK2,pp,PDGFRB
JAK2,pp,FYN
JAK2,pp,JAK2
JAK2,pp,PPP2CA
JAK2,pp,FES
JAK2,pp,RAF1
JAK2,pp,MAPK10
JAK2,pp,PTPN2
JAK2,pp,PTP4A3
JAK2,pp,MATK
JAK2,pp,TYK2
JAK2,pp,MAPK1
JAK2,pp,MAPK3
JAK2,pp,MST1R
JAK2,pp,SRC
JAK2,pp,EGFR
JAK2,pp,SIRPA
MAPK3,pp,PRKCE
MAPK3,pp,PTPN7
MAPK3,pp,DUSP3
MAPK3,pp,HSPB8
MAPK3,pp,MAP2K1
MAPK3,pp,DAPK1
MAPK3,pp,PPP2CA
MAPK3,pp,ADRBK1
MAPK3,pp,PPP1CA
MAPK3,pp,MKNK1
MAPK3,pp,MAPK14
MAPK3,pp,PRKCD
MAPK3,pp,DUSP1
MAPK3,pp,LCK
MAPK3,pp,MAPK3
MAPK3,pp,INSR
MAPK3,pp,MYLK
MAPK3,pp,RPS6KA3
MAPK3,pp,CAMK2G
MAPK3,pp,CAMK2D
MAPK3,pp,RPS6KA6
MAPK3,pp,MAPK6
MAPK3,pp,SRC
MAPK3,pp,STK3
MAPK3,pp,MAPK12
MAPK3,pp,MAPK9
MAPK3,pp,RPS6KB1
MAPK3,pp,PRKCZ
MAPK3,pp,MKNK2
MAPK3,pp,CSNK2A2
MAPK3,pp,GSK3B
MAPK3,pp,RPS6KA5
MAPK3,pp,RPS6KA1
MAPK3,pp,LYN
MAPK3,pp,NTRK3
MAPK3,pp,PAK2
MAPK3,pp,PTPN5
MAPK3,pp,RPS6KA2
MAPK3,pp,RAF1
MAP3K1,pp,MAPK1
MAP3K1,pp,MAP2K1
MAP3K1,pp,MAP2K4
MAP3K1,pp,MAP3K4
MAP3K1,pp,MAPK10
MAP3K1,pp,PTK2
MAP3K1,pp,WNK2
MAP3K1,pp,MAPK3
MAP3K1,pp,MAPK8
MAP3K1,pp,MAP2K7
MAP3K1,pp,RAF1
MAP3K1,pp,EPHA4
MAP3K1,pp,CHUK
MAP3K1,pp,MYLK2
INSR,pp,INSR
INSR,pp,CSK
INSR,pp,JAK2
INSR,pp,SRC
INSR,pp,JAK1
INSR,pp,RASA1
INSR,pp,PTPN6
INSR,pp,PTPRF
INSR,pp,LYN
INSR,pp,PTK2
PRKCB1,pp,PRKCB1
PRKCB1,pp,GSK3A
PRKCB1,pp,PTPN11
PRKCB1,pp,CHUK
PRKCB1,pp,IKBKB
PRKCB1,pp,BCR
PRKCB1,pp,PRKCG
PRKCB1,pp,CDK2
PRKCB1,pp,MAPK14
PRKCB1,pp,BTK
PRKCB1,pp,ADRBK1
STK25,pp,STK25
STK25,pp,BCR
STK25,pp,MAP4K1
NEK3,pp,NEK4
EIF2AK3,pp,IKBKB
EIF2AK3,pp,EIF2AK3
PBK,pp,RAF1
PBK,pp,ARAF
MET,pp,DAPK3
MET,pp,PRKCA
MET,pp,LYN
MET,pp,RPS6KA3
MET,pp,IGF1R
MET,pp,INSR
MET,pp,MET
FRAP1,pp,FRAP1
FRAP1,pp,RPS6KB1
FRAP1,pp,RPS6KA5
FRAP1,pp,MAPK13
FRAP1,pp,MKNK1
FRAP1,pp,TNIK
FRAP1,pp,PPP2R5C
FRAP1,pp,RPS6KA1
FRAP1,pp,RPS6KA3
FRAP1,pp,RPS6KB2
INPP5D,pp,INPP5D
INPP5D,pp,LYN
INPP5D,pp,PTPN11
INPP5D,pp,FGR
INPP5D,pp,HCK
INPP5D,pp,FLT3
INPP5D,pp,SRC
INPP5D,pp,MET
RIPK1,pp,EGFR
RIPK1,pp,PTK2
RIPK1,pp,PRKCB1
RIPK1,pp,MAP3K3
RIPK1,pp,RIPK1
STK17A,pp,MAP4K4
STK17A,pp,OXSR1
STK17A,pp,MAP4K5
STK17A,pp,MAP4K1
STK17A,pp,STK38
STK17A,pp,ICK
STK17A,pp,TNIK
STK17A,pp,DAPK2
STK17A,pp,MINK1
STK17A,pp,PINK1
STK17A,pp,WNK1
STK17A,pp,SNF1LK
STK17A,pp,STK17A
PTPRCAP,pp,PTPRC
PINK1,pp,PINK1
PINK1,pp,WNK1
PINK1,pp,SNF1LK
CAMK4,pp,CAMK2G
NLK,pp,HIPK2
NLK,pp,MAP3K7
NLK,pp,NLK
BTK,pp,PRKCQ
BTK,pp,BTK
BTK,pp,BMX
BTK,pp,JAK1
BTK,pp,CSK
BTK,pp,PTK2B
BTK,pp,FGFR4
BTK,pp,FYN
BTK,pp,MAPK8
BTK,pp,DAPK1
BTK,pp,JAK2
BTK,pp,JAK3
BTK,pp,MATK
BTK,pp,MAP3K5
BTK,pp,CAMKK2
BTK,pp,PRKCA
BTK,pp,PRKCE
BTK,pp,PRKCZ
BTK,pp,PPM1G
BTK,pp,LCK
BTK,pp,IGF1R
BTK,pp,HCK
EPHB4,pp,EGFR
EPHB4,pp,EPHB6
EPHB4,pp,ERBB2
EPHB4,pp,ERBB3
EPHB4,pp,FLT1
EPHB4,pp,LTK
EPHB4,pp,ROR1
EPHB4,pp,PDGFRA
EPHB4,pp,PDGFRB
EPHB4,pp,TEK
GRK5,pp,GRK5
GRK5,pp,PRKACB
GRK5,pp,GRK6
GRK5,pp,GRK1
GRK5,pp,PRKCB1
MAP3K4,pp,PTPN11
MAP3K4,pp,MAP2K4
MAP3K4,pp,MAP2K3
MAP3K4,pp,MAP2K6
MAP3K4,pp,MAP3K4
MAP3K4,pp,MAP2K1
MAP3K4,pp,MAP3K5
MAP3K4,pp,PAK1
MAP3K4,pp,MAPK1
MAP3K4,pp,MAPK8
MAP3K4,pp,MAPK11
MAP3K4,pp,MAPK9
MAP3K4,pp,MAPK10
MAP3K4,pp,MAP3K12
MAP3K4,pp,MAPKAPK3
MAP3K4,pp,MAPKAPK5
MAP3K4,pp,RPS6KA5
MAP3K4,pp,TAOK2
MAP3K4,pp,MAP4K4
MAP3K4,pp,MAP4K5
MAP3K4,pp,MAP4K1
MAP3K4,pp,DUSP10
MAP3K4,pp,TNIK
MAP3K4,pp,STK39
MAP3K4,pp,PINK1
MAP3K4,pp,MAP4K3
MAP3K4,pp,MINK1
MAP3K4,pp,PTPN6
MINK1,pp,PINK1
MINK1,pp,WNK1
MINK1,pp,SNF1LK
MINK1,pp,MAPK14
CAMK2A,pp,CAMK2D
CAMK2A,pp,MAP3K6
CAMK2A,pp,MAPK3
CAMK2A,pp,MAPK1
CAMK2A,pp,MAP3K5
CAMK2A,pp,PPP1R9B
CAMK2A,pp,PPP2R5C
CAMK2A,pp,CSNK1E
CAMK2A,pp,PRKCB1
CAMK2A,pp,CAMK2B
CAMK2A,pp,EGFR
DUSP5,pp,DUSP8
DUSP5,pp,MAPK3
CDKN3,pp,CDK3
CDKN3,pp,CDK2
CDKN3,pp,CDC2
CDKN3,pp,PIK3R4
CDKN3,pp,AURKA
CDKN3,pp,CDC7
CDKN3,pp,AURKB
CDKN3,pp,CDC25A
CDKN3,pp,CDKN3
MAPK14,pp,PTPN7
MAPK14,pp,MAP3K7
MAPK14,pp,RPS6KA4
MAPK14,pp,CSNK2A2
MAPK14,pp,MAPK1
MAPK14,pp,MAPKAPK2
MAPK14,pp,EEF2K
MAPK14,pp,MAP3K1
MAPK14,pp,MAP3K4
MAPK14,pp,CDC25C
MAPK14,pp,RPS6KA5
MAPK14,pp,MAPK11
MAPK14,pp,MAPK12
MAPK14,pp,PAK6
MAPK14,pp,CDC25A
MAPK14,pp,MAPKAPK5
MAPK14,pp,MAPK14
TAOK2,pp,MAP2K3
TAOK2,pp,MAP2K6
TAOK2,pp,MAP4K4
TAOK2,pp,TESK2
TAOK2,pp,MAP4K5
TAOK2,pp,MAP4K1
TAOK2,pp,TNIK
TAOK2,pp,STK39
TAOK2,pp,MINK1
TAOK2,pp,TAOK3
TAOK2,pp,PINK1
TAOK2,pp,STK25
PTK6,pp,ERBB3
PTK6,pp,PTK6
PTK6,pp,LYN
PTK6,pp,EGFR
FHIT,pp,FHIT
RPS6KB2,pp,PRKCB1
AKT1,pp,MAP3K8
AKT1,pp,PDK2
AKT1,pp,GSK3A
AKT1,pp,BRAF
AKT1,pp,PRKDC
AKT1,pp,WNK1
AKT1,pp,MST1R
AKT1,pp,MAP3K11
AKT1,pp,CHUK
AKT1,pp,PFKFB2
AKT1,pp,MAP2K4
AKT1,pp,FRAP1
AKT1,pp,GSK3B
AKT1,pp,IKBKB
AKT1,pp,PTPN1
AKT1,pp,IRAK1
AKT1,pp,MAP3K5
AKT1,pp,CHEK1
AKT1,pp,AKT1
AKT1,pp,BCR
AKT1,pp,LIMK1
AKT1,pp,LIMK2
AKT1,pp,MAP3K1
AKT1,pp,MAP3K4
AKT1,pp,MAP3K10
AKT1,pp,PAK2
AKT1,pp,PKN1
AKT1,pp,MAPK8
AKT1,pp,MAP2K1
AKT1,pp,PTK2
AKT1,pp,ROCK1
AKT1,pp,PAK4
AKT1,pp,CIT
AKT1,pp,IGF1R
AKT1,pp,PHKG1
AKT1,pp,PHKG2
AKT1,pp,MAPK13
AKT1,pp,MKNK1
AKT1,pp,TNIK
AKT1,pp,MAPK1
AKT1,pp,AKT3
AKT1,pp,INSR
AKT1,pp,MAPK3
AKT1,pp,CSNK1D
AKT1,pp,NUAK1
AKT1,pp,WEE1
AKT1,pp,PRKCA
AKT1,pp,PAK1
AKT1,pp,PTEN
AKT1,pp,RAF1
LIMK2,pp,TESK1
LIMK2,pp,PRKCB1
LIMK2,pp,LIMK1
PPP1R8,pp,PPP1CA
PPP1R8,pp,PRKACB
PPP1R8,pp,RPS6KA3
PPP1R8,pp,INSR
MARK2,pp,MAP3K3
MARK2,pp,MAPK10
MARK2,pp,MAPK9
MAP3K5,pp,CDC25A
MAP3K5,pp,EIF2AK2
MAP3K5,pp,RAF1
MAP3K5,pp,MAP3K5
MAP3K5,pp,MAP3K9
MAP3K5,pp,MAP3K10
MAP3K5,pp,MAP3K11
MAP3K5,pp,PRKCA
MAP3K5,pp,PKN1
MAP3K5,pp,MAPK1
MAP3K5,pp,MAPK11
MAP3K5,pp,MAPK9
MAP3K5,pp,MAPK13
MAP3K5,pp,MAPKAPK3
MAP3K5,pp,MAPKAPK5
MAP3K5,pp,RPS6KA5
MAP3K5,pp,MAPKAPK2
MAP3K5,pp,TAOK2
MAP3K5,pp,MAP4K4
MAP3K5,pp,CAMKK2
MAP3K5,pp,MAP4K5
MAP3K5,pp,MAP4K1
MAP3K5,pp,TNIK
MAP3K5,pp,STK39
MAP3K5,pp,MINK1
MAP3K5,pp,TAOK3
MAP3K5,pp,PINK1
MAP3K5,pp,MAPK8
MAP3K5,pp,MAP2K4
MAP3K5,pp,MAP4K3
RPS6KA2,pp,MAP2K1
RPS6KA2,pp,MAPK1
RPS6KA2,pp,RPS6KA3
RPS6KA2,pp,SRPK1
RPS6KA2,pp,SRPK2
RPS6KA2,pp,STK4
RPS6KA2,pp,TEC
RPS6KA2,pp,ZAP70
RPS6KA2,pp,MAP3K12
RPS6KA2,pp,MKNK1
RPS6KA2,pp,RPS6KA4
RPS6KA2,pp,RPS6KA5
RPS6KA2,pp,STK17B
RPS6KA2,pp,STK17A
RPS6KA2,pp,MAP4K4
RPS6KA2,pp,OXSR1
RPS6KA2,pp,MAP4K5
RPS6KA2,pp,MAP4K1
RPS6KA2,pp,STK38
RPS6KA2,pp,ICK
RPS6KA2,pp,TNIK
RPS6KA2,pp,DAPK2
RPS6KA2,pp,MINK1
RPS6KA2,pp,PINK1
RPS6KA2,pp,WNK1
RPS6KA2,pp,SNF1LK
RPS6KA2,pp,RPS6KB1
PPP3CC,pp,TGFBR1
PAK2,pp,ACP1
PAK2,pp,LIMK1
PAK2,pp,ABL1
PAK2,pp,TRIM28
PAK2,pp,PPP2R2B
PAK2,pp,PAK2
PAK2,pp,MYLK
PAK2,pp,MKNK1
PAK2,pp,CSNK1E
PAK2,pp,PRKCB1
PAK2,pp,PRKG1
PAK2,pp,RPS6KA3
LYN,pp,SYK
LYN,pp,CSF1R
LYN,pp,KIT
LYN,pp,LYN
LYN,pp,PPP1R8
LYN,pp,TEC
LYN,pp,MAP4K1
LYN,pp,CDK2
LYN,pp,CDC2
LYN,pp,PRKCD
LYN,pp,EGFR
LYN,pp,MAP3K1
LYN,pp,MAPK1
LYN,pp,SRC
LYN,pp,CSNK2A1
LYN,pp,PRKCA
LYN,pp,BTK
LYN,pp,JAK2
CDK2,pp,CDC7
CDK2,pp,PPP1CA
CDK2,pp,PTPN2
CDK2,pp,CDK2
CDK2,pp,LCK
CDK2,pp,MAPK1
CDK2,pp,MAPK10
CDK2,pp,CDK8
CDK2,pp,PLK1
CDK2,pp,PPP2CA
CDK2,pp,PPP2R1B
CDK2,pp,SRPK1
CDK2,pp,NEK4
CDK2,pp,AURKA
CDK2,pp,TTK
CDK2,pp,VRK1
CDK2,pp,AURKB
CDK2,pp,MELK
CDK2,pp,PLK4
CDK2,pp,CIT
CDK2,pp,CDK3
CDK2,pp,CDK6
CDK2,pp,CDKL2
CDK2,pp,CDK4
CDK2,pp,CDK5
CDK2,pp,FYN
PPP1R9B,pp,PPP1CA
PPP1R9B,pp,PPP1CC
PPP1R9B,pp,PRKCB1
PPP1R9B,pp,RPS6KA3
PPP1R9B,pp,PPP1R2
DUSP10,pp,MAPK11
DUSP10,pp,MAPK3
DUSP10,pp,MAPK8
DUSP10,pp,MAPK14
DUSP10,pp,MAPK10
DUSP10,pp,TNIK
DUSP10,pp,MINK1
TLK1,pp,TLK1
TLK1,pp,TLK2
TLK1,pp,CHEK2
TLK1,pp,CDK2
PPP2R5D,pp,CDC25C
PPP2R5D,pp,PPP2R5A
PPP2R5D,pp,PPFIA1
OBSCN,pp,TTN
GUCY2C,pp,SRC
GUCY2C,pp,NPR1
TAOK3,pp,TAOK3
TAOK3,pp,ERN1
TAOK3,pp,CRKRS
PTPRK,pp,PTPRM
PTPRK,pp,PTPRK
EPHA4,pp,FYN
EPHA4,pp,FGFR3
EPHA4,pp,FGFR1
EPHA4,pp,FGFR2
EPHA4,pp,EPHA4
FGFR2,pp,PTK2B
FGFR2,pp,FGFR2
FGFR2,pp,FLT1
FGFR2,pp,FGFR4
FGFR2,pp,PAK4
FGFR2,pp,FGFR1
NPR1,pp,NPR2
NPR1,pp,PRKCB1
NPR1,pp,PRKACB
NPR1,pp,NPR1
PPP1R1B,pp,PPP1CA
PPP1R1B,pp,PPP1CC
PPP1R1B,pp,CSNK1A1
PPP1R1B,pp,CDK2
PPP1R1B,pp,CDC2
PPP1R1B,pp,PRKCB1
PPP1R1B,pp,GSK3B
PPP1R1B,pp,MAPK8
PPP1R1B,pp,MAPK9
RAF1,pp,JAK1
RAF1,pp,PAK2
RAF1,pp,PRKCD
RAF1,pp,MAP2K2
RAF1,pp,LCK
RAF1,pp,INSR
RAF1,pp,RAF1
RAF1,pp,FYN
RAF1,pp,MAP2K1
RAF1,pp,RIPK2
RAF1,pp,RET
RAF1,pp,RASA1
RAF1,pp,STK3
RAF1,pp,MAP4K1
RAF1,pp,PRKDC
RAF1,pp,PRKACB
RAF1,pp,HCK
RAF1,pp,RPS6KA3
RAF1,pp,BRAF
MAPK15,pp,SRC
MAPK15,pp,MAPK15
MAP3K8,pp,MAP3K8
MAP3K8,pp,MAP3K14
MAP3K8,pp,MAPK1
MAP3K8,pp,MAP4K4
MAP3K8,pp,RIPK1
MAP3K8,pp,PRKCB1
MAP3K8,pp,RPS6KA3
MAP3K8,pp,MAP2K1
MAP3K8,pp,MAP2K2
MAP3K8,pp,KSR2
MAPKAPK2,pp,CDC25A
MAPKAPK2,pp,AKT1
MAPKAPK2,pp,EEF2K
MAPKAPK2,pp,MAPKAPK2
MAPKAPK2,pp,CAMKK2
MAPKAPK2,pp,TAOK3
MAPKAPK2,pp,MAPK11
MAPKAPK2,pp,CDK2
MAPKAPK2,pp,CDC2
MAPKAPK2,pp,GSK3B
MAPKAPK2,pp,MAPK10
MAPKAPK2,pp,MAPK8
MAPKAPK2,pp,MAPK9
MAPKAPK2,pp,CDC25B
TRIM24,pp,TRIM28
TRIM24,pp,TRIM24
PPP2R2C,pp,PPP2R1B
PPP2R2C,pp,PPP2CA
PPP2R2C,pp,PPP2CB
TSSK2,pp,TSSK2
CLK2,pp,CLK3
CLK2,pp,PTPN1
CLK2,pp,CLK2
CLK2,pp,DYRK1A
CLK2,pp,PRPF4B
CLK2,pp,CHEK2
CDC2L6,pp,NEK9
PTP4A3,pp,PSPH
PTP4A3,pp,CDK2
PTP4A3,pp,PTP4A3
PRKCZ,pp,GSK3A
PRKCZ,pp,AKT1
PRKCZ,pp,PPP3CA
PRKCZ,pp,RAF1
PRKCZ,pp,GSK3B
PRKCZ,pp,PPP1R14A
PRKCZ,pp,HIPK3
PRKCZ,pp,FYN
PRKCZ,pp,PRKCA
PRKCZ,pp,PRKCD
PRKCZ,pp,IKBKB
BMX,pp,TXK
BMX,pp,IGF1R
BMX,pp,INSR
DUSP19,pp,MAPK9
DUSP19,pp,MAP3K5
DUSP19,pp,MAP2K7
TIE1,pp,TEK
TIE1,pp,PTPN11
TIE1,pp,TIE1
MAP4K1,pp,EGFR
MAP4K1,pp,MAP3K11
MAP4K1,pp,MAP4K1
MAP4K1,pp,STK38
MAP4K1,pp,ICK
MAP4K1,pp,TNIK
MAP4K1,pp,DAPK2
MAP4K1,pp,STK39
MAP4K1,pp,MINK1
MAP4K1,pp,PINK1
MAP4K1,pp,WNK1
MAP4K1,pp,SNF1LK
MAP4K1,pp,MAPK1
MAP4K1,pp,CDK2
MAP4K1,pp,PRKCA
MAP4K1,pp,CSF1R
MAP4K1,pp,RPS6KA3
MAP4K1,pp,INSR
NEK9,pp,NEK9
NEK9,pp,NEK6
NEK9,pp,NEK7
TNK1,pp,CAMKK2
TNK1,pp,TAOK3
TNK1,pp,CRKRS
PPP1R3C,pp,PPP1R3D
PPP1R3C,pp,PPP2R1A
PRKCI,pp,IRAK1
PRKCI,pp,CHUK
PRKCI,pp,PRKCI
PRKCI,pp,PRKCZ
PRKCI,pp,BCR
PRKCI,pp,INSR
BUB1,pp,CDC25A
BUB1,pp,CDC25C
BUB1,pp,CDK2
BUB1,pp,CDK4
BUB1,pp,CDK7
BUB1,pp,CDK8
BUB1,pp,CDKN3
BUB1,pp,SRPK1
BUB1,pp,NEK4
BUB1,pp,AURKA
BUB1,pp,TTK
BUB1,pp,VRK1
BUB1,pp,WEE1
BUB1,pp,CDC7
BUB1,pp,AURKB
BUB1,pp,MELK
BUB1,pp,PLK4
BUB1,pp,CIT
BUB1,pp,CHEK2
BUB1,pp,STK39
BUB1,pp,BUB1B
CDK9,pp,CDK7
CDK9,pp,CTDSPL
CDK9,pp,CDK9
CDK9,pp,CTDP1
CDK9,pp,STK36
PPM1A,pp,AKT1
PPM1A,pp,PRKCD
FLT1,pp,YES1
FLT1,pp,FYN
FLT1,pp,FLT1
FLT1,pp,PTPN11
FLT1,pp,IGF1R
FLT1,pp,LTK
FLT1,pp,ROR1
FLT1,pp,PDGFRA
FLT1,pp,PDGFRB
FLT1,pp,CDC2L5
FLT1,pp,FLT4
FLT1,pp,TIE1
FLT1,pp,TEK
FLT1,pp,FLT3
FLT1,pp,INSR
PTPRS,pp,EGFR
PTPRS,pp,PTPRA
PTPRS,pp,PTPRE
PTPRS,pp,PTPRM
PTPRS,pp,PTPRD
MAPK4,pp,CDK2
MAPK4,pp,GSK3B
MAPK4,pp,MAPK14
MAPK4,pp,MAPK4
KSR1,pp,MAP2K2
KSR1,pp,MAP2K1
KSR1,pp,MAPK3
KSR1,pp,RAF1
MAST3,pp,PRKD2
MAST3,pp,PTEN
PKN2,pp,PTPN13
PKN2,pp,AKT1
PKN2,pp,RPS6KA1
PKN2,pp,DYRK2
MAP2K3,pp,DYRK1B
MAP2K3,pp,MAPK3
MAP2K3,pp,MAPK12
MAP2K3,pp,MAPK14
MAP2K3,pp,PKN1
DUSP4,pp,MAPK9
DUSP4,pp,MAPK8
DUSP4,pp,MAPK3
DUSP4,pp,MAPK1
DUSP4,pp,FGFR1
DUSP4,pp,MAP3K5
DUSP4,pp,MAPKAPK2
DUSP4,pp,CAMKK2
DUSP4,pp,TAOK3
DUSP4,pp,DUSP7
DUSP4,pp,MAPK14
ATM,pp,PPP1CA
ATM,pp,CHEK2
ATM,pp,STK11
ATM,pp,CDC25A
ATM,pp,ABL1
ATM,pp,PPP1CC
ATM,pp,CDC25C
ATM,pp,PRKDC
ATM,pp,ATM
ATM,pp,CHEK1
ATM,pp,WEE1
ATM,pp,CDC2
ATM,pp,CDK2
ATM,pp,CSNK1D
ATM,pp,RPS6KA3
ATM,pp,FRAP1
ATM,pp,ATR
ATM,pp,INSR
STK38,pp,ICK
STK38,pp,TNIK
STK38,pp,DAPK2
STK38,pp,MINK1
STK38,pp,PINK1
STK38,pp,WNK1
STK38,pp,SNF1LK
STK38,pp,STK38
PPM1L,pp,MAP3K7
EPHB3,pp,FYN
EPHB3,pp,RASA1
EPHB3,pp,RYK
EPHB3,pp,EPHB3
EPHB3,pp,HCK
NEK11,pp,NEK11
MAP3K3,pp,PPP1CC
MAP3K3,pp,WNK1
MAP3K3,pp,IKBKB
MAP3K3,pp,PPP1CA
MAP3K3,pp,MYLK2
MAP3K3,pp,PRKDC
MAP3K3,pp,MAP3K2
MAP3K3,pp,PPP2R1A
MAP3K3,pp,LYN
MAP3K3,pp,PPP2R1B
MAP3K3,pp,MAP3K5
MAP3K3,pp,MAP4K3
MAP3K3,pp,ALK
MAP3K3,pp,AKT1
MAP3K3,pp,PRKCA
MAP3K3,pp,RPS6KA3
MAP3K3,pp,MAP3K3
MAP3K3,pp,PPP1R12A
CAMK2B,pp,CAMK2D
CAMK2B,pp,CAMK2B
CAMK2B,pp,CAMK2G
CAMK2B,pp,CSNK1G2
CAMK2B,pp,FGFR1
CAMK2B,pp,GRK6
CAMK2B,pp,IGF1R
CAMK2B,pp,LTK
CAMK2B,pp,PDPK1
CAMK2B,pp,PHKG1
CAMK2B,pp,PKN2
CAMK2B,pp,MAPK1
CAMK2B,pp,MAPK3
CAMK2B,pp,MAP3K6
CAMK2B,pp,MAP3K5
PPP2CA,pp,IGBP1
PPP2CA,pp,PPP2R5C
PPP2CA,pp,SET
PPP2CA,pp,AKT1
PPP2CA,pp,PRKCD
PPP2CA,pp,SNF1LK2
PPP2CA,pp,SNF1LK
PPP2CA,pp,PPP2R2B
PPP2CA,pp,PPP2R1B
PPP2CA,pp,PPP2CB
PPP2CA,pp,PPP2R2D
PPP2CA,pp,SRC
PPP2CA,pp,PRKCA
PTPN3,pp,ZAP70
PTPN3,pp,PTPN21
PTPN3,pp,PTP4A2
PRKD3,pp,GSK3A
PPP4R1,pp,PPP4C
PPP4R1,pp,PTPN21
RPS6KB1,pp,STK11
RPS6KB1,pp,AKT1
RPS6KB1,pp,PPP2CA
RPS6KB1,pp,MAPK1
RPS6KB1,pp,PPP1R9B
RPS6KB1,pp,PRKDC
RPS6KB1,pp,CDK2
RPS6KB1,pp,GSK3B
RPS6KB1,pp,MAPK14
RPS6KB1,pp,MAPK10
RPS6KB1,pp,MAPK9
RPS6KB1,pp,EEF2K
PDGFRA,pp,PDGFRB
PDGFRA,pp,PDGFRA
PDGFRA,pp,PRKCA
PDGFRA,pp,TEK
PDGFRA,pp,MERTK
LATS2,pp,STK3
LATS2,pp,PRKACB
BUB1B,pp,BUB1B
BUB1B,pp,MAP3K4
BUB1B,pp,CDC2
BUB1B,pp,CDC25A
BUB1B,pp,CDC25C
BUB1B,pp,CDK2
BUB1B,pp,CDK4
BUB1B,pp,CDK7
BUB1B,pp,CDK8
BUB1B,pp,CDKN3
BUB1B,pp,ERBB2
BUB1B,pp,PLK1
BUB1B,pp,SRPK1
BUB1B,pp,NEK4
BUB1B,pp,AURKA
BUB1B,pp,TTK
BUB1B,pp,VRK1
BUB1B,pp,WEE1
BUB1B,pp,CDC7
BUB1B,pp,AURKB
BUB1B,pp,MELK
BUB1B,pp,PLK4
BUB1B,pp,CIT
BUB1B,pp,CHEK2
ALK,pp,ALK
ALK,pp,RASA1
ALK,pp,HCK
ALK,pp,IGF1R
ALK,pp,PTPRZ1
PRKCA,pp,KIT
PRKCA,pp,PTPN6
PRKCA,pp,LCK
PRKCA,pp,SRC
PRKCA,pp,RAF1
PRKCA,pp,HSPB8
PRKCA,pp,EGFR
PRKCA,pp,PFKFB2
PRKCA,pp,PRKCA
PRKCA,pp,PTPN12
PRKCA,pp,ADRBK1
PRKCA,pp,PTPN11
PRKCA,pp,GSK3A
PRKCA,pp,INSR
PRKCA,pp,ABL1
PRKCA,pp,PRKCG
PRKCA,pp,PRKCB1
PRKCA,pp,IGF1R
PRKCA,pp,TRIM24
PRKCA,pp,PRKCQ
PRKCA,pp,MARK2
PRKCA,pp,PTPRA
PRKCA,pp,STK39
PRKCA,pp,RPS6KB2
PRKCA,pp,PRKD1
PRKCA,pp,PRKCE
PRKCA,pp,LIMK2
PRKCA,pp,PTPRC
PRKCA,pp,PRKG1
PRKCA,pp,PPP1R14A
EPHA3,pp,EPHA3
EPHA3,pp,LCK
PPP3R1,pp,PPP3CC
PPP3R1,pp,PPP3CA
PPP3R1,pp,PTPN5
PPP3R1,pp,PPP1R1A
PPP3R1,pp,PPP1R1B
PPP3R1,pp,MAP3K5
PPP3R1,pp,CAMK4
BMPR2,pp,BMPR2
BMPR2,pp,MAP3K8
BMPR2,pp,MOS
